"report.date","worksite","location","potential.exposure.dates","start","end","standard.report.date"
"11-30","Storer Hall Research Lab","Davis campus","11/23/2021","2021-11-23","2021-11-23","2021-11-30"
"11-30","Center for Immunology & Infectious Diseases (CIID)","Davis campus","11/29/2021","2021-11-29","2021-11-29","2021-11-30"
"11-30","Hunt Hall","Davis campus","11/29/2021","2021-11-29","2021-11-29","2021-11-30"
"11-30","California Hall","Davis campus","11/23/2021","2021-11-23","2021-11-23","2021-11-30"
"11-30","Meyer Hall","Davis campus","11/29/2021","2021-11-29","2021-11-29","2021-11-30"
"11-30","Olson Hall","Davis campus","11/23/2021","2021-11-23","2021-11-23","2021-11-30"
"11-30","Giedt Hall","Davis campus","11/29/2021","2021-11-29","2021-11-29","2021-11-30"
"12-13","Unitrans Maintenance Facility","Davis campus","12/07/2021","2021-12-07","2021-12-07","2021-12-13"
"12-14","Kleiber Hall","Davis campus","12/14/2021","2021-12-14","2021-12-14","2021-12-14"
"12-15","Human Resources Administration Building","Davis campus","12/14/2021","2021-12-14","2021-12-14","2021-12-15"
"12-15","Medical Sciences 1B","Davis campus","12/14/2021","2021-12-14","2021-12-14","2021-12-15"
"12-15","Pritchard VMTH","Davis campus","12/14/2021","2021-12-14","2021-12-14","2021-12-15"
"12-16","Kearney Hall","Davis campus","12/11/2021","2021-12-11","2021-12-11","2021-12-16"
"12-17","Manetti Shrem Museum","Davis campus","12/17/2021","2021-12-17","2021-12-17","2021-12-17"
"12-21","UC Pavement Research Center","Davis campus","12/16/2021
 - 12/17/2021","2021-12-16","2021-12-17","2021-12-21"
"12-21","Academic Surge HRVIP Lab","Davis campus","12/17/2021","2021-12-17","2021-12-17","2021-12-21"
"12-21","Activities and Recreation Center","Davis campus","12/16/2021","2021-12-16","2021-12-16","2021-12-21"
"12-21","Bainer Hall","Davis campus","12/16/2021","2021-12-16","2021-12-16","2021-12-21"
"12-21","Vet Med Teaching Hospital","Davis campus","12/20/2021","2021-12-20","2021-12-20","2021-12-21"
"12-21","King Hall","Davis campus","12/20/2021","2021-12-20","2021-12-20","2021-12-21"
"12-27","Vet Med Teaching Hospital","Davis campus","12/24/2021","2021-12-24","2021-12-24","2021-12-27"
"12-27","Veihmeyer Hall","Davis campus","12/20/2021","2021-12-20","2021-12-20","2021-12-27"
"12-27","Activities and Recreation Center","Davis campus","12/16/2021","2021-12-16","2021-12-16","2021-12-27"
"12-27","Activities and Recreation Center","Davis campus","12/21/2021","2021-12-21","2021-12-21","2021-12-27"
"12-27","Chemistry Annex","Davis campus","12/20/2021","2021-12-20","2021-12-20","2021-12-27"
"12-27","Meyer Hall","Davis campus","12/22/2021","2021-12-22","2021-12-22","2021-12-27"
"12-27","Chemistry Building","Davis campus","12/20/2021","2021-12-20","2021-12-20","2021-12-27"
"12-22","Activities and Recreation Center","Davis campus","12/16/2021","2021-12-16","2021-12-16","2021-12-22"
"12-28","Tercero Admin Building","Davis campus","12/27/2021","2021-12-27","2021-12-27","2021-12-28"
"12-29","Tupper Hall","Davis campus","12/28/2021","2021-12-28","2021-12-28","2021-12-29"
"01-04","Live Oak Hall","Davis campus","01/02/2022","2022-01-02","2022-01-02","2022-01-04"
"01-04","VMTH Clinical Labs","Davis campus","12/29/2021","2021-12-29","2021-12-29","2022-01-04"
"01-03","Veterinary Medical Teaching Hospital","Davis campus","12/30/2021","2021-12-30","2021-12-30","2022-01-03"
"01-03","Hoagland Hall","Davis campus","12/28/2021","2021-12-28","2021-12-28","2022-01-03"
"12-30","Activities and Recreation Center","Davis campus","12/28/2021","2021-12-28","2021-12-28","2021-12-30"
"12-30","University Credit Union Center","Davis campus","12/27/2021","2021-12-27","2021-12-27","2021-12-30"
"01-06","Fire Department","Davis campus","01/02/2022","2022-01-02","2022-01-02","2022-01-06"
"01-06","Carlson Health Sciences Library","Davis campus","01/04/2022","2022-01-04","2022-01-04","2022-01-06"
"01-06","Latitude Dining Commons","Davis campus","01/03/2022","2022-01-03","2022-01-03","2022-01-06"
"01-06","Tercero Dining Commons","Davis campus","01/03/2022
 - 01/04/2022","2022-01-03","2022-01-04","2022-01-06"
"01-06","Teaching & Learning Complex","Davis campus","01/03/2022","2022-01-03","2022-01-03","2022-01-06"
"01-06","Campus Bookstore","Davis campus","01/03/2022
 - 01/04/2022","2022-01-03","2022-01-04","2022-01-06"
"01-06","Hickey Gym","Davis campus","01/01/2022","2022-01-01","2022-01-01","2022-01-06"
"01-06","Student Health & Wellness Center","Davis campus","01/04/2022","2022-01-04","2022-01-04","2022-01-06"
"01-06","CAHFS-Turlock Laboratory","Off campus","01/03/2022","2022-01-03","2022-01-03","2022-01-06"
"01-06","Segundo Dining Commons","Davis campus","01/02/2022
 - 01/05/2022","2022-01-02","2022-01-05","2022-01-06"
"01-06","Activities and Recreation Center","Davis campus","01/02/2022
 - 01/04/2022","2022-01-02","2022-01-04","2022-01-06"
"01-06","Human Resources Administration Building","Davis campus","01/03/2022","2022-01-03","2022-01-03","2022-01-06"
"01-06","Shields Library","Davis campus","01/03/2022","2022-01-03","2022-01-03","2022-01-06"
"01-06","Teaching & Learning Complex","Davis campus","12/29/2021","2021-12-29","2021-12-29","2022-01-06"
"01-07","H-Building Vet Lab","Davis campus","01/05/2022","2022-01-05","2022-01-05","2022-01-07"
"01-07","Vet Med 3A","Davis campus","01/05/2022","2022-01-05","2022-01-05","2022-01-07"
"01-07","VMTH Large Animal Clinic","Davis campus","01/04/2022","2022-01-04","2022-01-04","2022-01-07"
"01-10","Cuarto Dining Commons","Davis campus","01/06/2022","2022-01-06","2022-01-06","2022-01-10"
"01-10","Student Health & Wellness Center","Davis campus","01/07/2022","2022-01-07","2022-01-07","2022-01-10"
"01-10","Latitude Dining Commons","Davis campus","01/07/2022","2022-01-07","2022-01-07","2022-01-10"
"01-10","California National Primate Research Center","Davis campus","01/07/2022","2022-01-07","2022-01-07","2022-01-10"
"01-10","Segundo Dining Commons","Davis campus","01/07/2022","2022-01-07","2022-01-07","2022-01-10"
"01-10","Meyer Hall","Davis campus","01/03/2022
 - 01/04/2022","2022-01-03","2022-01-04","2022-01-10"
"01-10","Tercero Market","Davis campus","01/07/2022","2022-01-07","2022-01-07","2022-01-10"
"01-10","Equestrian Center","Davis campus","01/08/2022","2022-01-08","2022-01-08","2022-01-10"
"01-10","Vet Med Teaching Hospital","Davis campus","01/08/2022","2022-01-08","2022-01-08","2022-01-10"
"01-10","Teaching & Learning Complex","Davis campus","01/05/2022","2022-01-05","2022-01-05","2022-01-10"
"01-10","Tercero Dining Commons","Davis campus","01/05/2022
 - 01/07/2022","2022-01-05","2022-01-07","2022-01-10"
"01-10","Hunt Hall","Davis campus","01/07/2022","2022-01-07","2022-01-07","2022-01-10"
"01-10","Center for Equine Health","Davis campus","01/06/2022","2022-01-06","2022-01-06","2022-01-10"
"01-11","Shields Library","Davis campus","01/07/2022","2022-01-07","2022-01-07","2022-01-11"
"01-11","Tercero Dining Commons","Davis campus","01/10/2022","2022-01-10","2022-01-10","2022-01-11"
"01-11","Shields Library","Davis campus","01/10/2022","2022-01-10","2022-01-10","2022-01-11"
"01-11","RMI Brewery, Winery, and Food Pilot Facility","Davis campus","01/10/2022","2022-01-10","2022-01-10","2022-01-11"
"01-11","Student Housing & Dining Services","Davis campus","01/09/2022","2022-01-09","2022-01-09","2022-01-11"
"01-12","Live Oak Hall","Davis campus","01/11/2022","2022-01-11","2022-01-11","2022-01-12"
"01-12","Cottonwood Hall","Davis campus","01/04/2022","2022-01-04","2022-01-04","2022-01-12"
"01-12","Currant Hall","Davis campus","01/07/2022","2022-01-07","2022-01-07","2022-01-12"
"01-12","Laben Hall","Davis campus","01/04/2022","2022-01-04","2022-01-04","2022-01-12"
"01-12","Paloma Hall","Davis campus","01/03/2022","2022-01-03","2022-01-03","2022-01-12"
"01-12","Potter Hall","Davis campus","01/04/2022","2022-01-04","2022-01-04","2022-01-12"
"01-12","Ryerson Hall","Davis campus","01/04/2022","2022-01-04","2022-01-04","2022-01-12"
"01-12","Sequoia Hall","Davis campus","01/07/2022","2022-01-07","2022-01-07","2022-01-12"
"01-12","International Center","Davis campus","01/10/2022","2022-01-10","2022-01-10","2022-01-12"
"01-12","Talara Hall","Davis campus","01/05/2022","2022-01-05","2022-01-05","2022-01-12"
"01-12","Tupper Hall","Davis campus","01/10/2022","2022-01-10","2022-01-10","2022-01-12"
"01-12","Tercero Dining Commons","Davis campus","01/10/2022
 - 01/11/2022","2022-01-10","2022-01-11","2022-01-12"
"01-12","Teaching and Learning Complex","Davis campus","01/05/2022","2022-01-05","2022-01-05","2022-01-12"
"01-12","Cuarto Hall","Davis campus","01/04/2022","2022-01-04","2022-01-04","2022-01-12"
"01-12","Gilmore Hall","Davis campus","01/04/2022","2022-01-04","2022-01-04","2022-01-12"
"01-12","Laben Hall","Davis campus","01/07/2022","2022-01-07","2022-01-07","2022-01-12"
"01-12","Pine Hall","Davis campus","01/04/2022","2022-01-04","2022-01-04","2022-01-12"
"01-12","Redwood Hall","Davis campus","01/04/2022","2022-01-04","2022-01-04","2022-01-12"
"01-12","Ryerson Hall","Davis campus","01/08/2022","2022-01-08","2022-01-08","2022-01-12"
"01-12","Shasta Hall","Davis campus","01/03/2022","2022-01-03","2022-01-03","2022-01-12"
"01-12","Hoagland Hall","Davis campus","01/11/2022","2022-01-11","2022-01-11","2022-01-12"
"01-12","TB 13","Davis campus","01/06/2022","2022-01-06","2022-01-06","2022-01-12"
"01-12","UC Davis Bookstore","Davis campus","01/10/2022","2022-01-10","2022-01-10","2022-01-12"
"01-12","Latitude Dining Commons","Davis campus","01/11/2022","2022-01-11","2022-01-11","2022-01-12"
"01-12","Bixby Hall","Davis campus","01/06/2022","2022-01-06","2022-01-06","2022-01-12"
"01-03","Tahoe Hall","Davis campus","01/03/2022","2022-01-03","2022-01-03","2022-01-03"
"01-12","Segundo Dining Commons","Davis campus","01/10/2022","2022-01-10","2022-01-10","2022-01-12"
"01-12","Tercero Hall","Davis campus","01/04/2022","2022-01-04","2022-01-04","2022-01-12"
"01-12","Everson Hall","Davis campus","01/10/2022","2022-01-10","2022-01-10","2022-01-12"
"01-12","Valley Hall","Davis campus","01/07/2022","2022-01-07","2022-01-07","2022-01-12"
"01-12","The Green at West Village","Davis campus","01/05/2022","2022-01-05","2022-01-05","2022-01-12"
"01-12","Wall Hall","Davis campus","01/04/2022","2022-01-04","2022-01-04","2022-01-12"
"01-12","Ticon II","Off campus","01/04/2022","2022-01-04","2022-01-04","2022-01-12"
"01-12","Yosemite Hall","Davis campus","01/02/2022","2022-01-02","2022-01-02","2022-01-12"
"01-12","Currant Hall","Davis campus","01/04/2022","2022-01-04","2022-01-04","2022-01-12"
"01-12","Kearney Hall","Davis campus","01/05/2022
 - 01/07/2022","2022-01-05","2022-01-07","2022-01-12"
"01-12","Malcolm Hall","Davis campus","01/03/2022","2022-01-03","2022-01-03","2022-01-12"
"01-12","Pine Hall","Davis campus","01/07/2022","2022-01-07","2022-01-07","2022-01-12"
"01-12","Rienda Hall","Davis campus","01/03/2022
 - 01/04/2022","2022-01-03","2022-01-04","2022-01-12"
"01-12","Sequoia Hall","Davis campus","01/05/2022","2022-01-05","2022-01-05","2022-01-12"
"01-13","Segundo Dining Commons","Davis campus","01/11/2022
 - 01/13/2022","2022-01-11","2022-01-13","2022-01-13"
"01-13","Kemper Hall","Davis campus","01/13/2022","2022-01-13","2022-01-13","2022-01-13"
"01-13","Thompson Hall","Davis campus","01/13/2022","2022-01-13","2022-01-13","2022-01-13"
"01-13","Yosemite Hall","Davis campus","01/12/2022","2022-01-12","2022-01-12","2022-01-13"
"01-13","Young Hall","Davis campus","01/12/2022","2022-01-12","2022-01-12","2022-01-13"
"01-13","The Green at West Village - 301 Celadon St.","Davis campus","01/12/2022","2022-01-12","2022-01-12","2022-01-13"
"01-13","Vet Med Teaching Hospital","Davis campus","01/10/2022","2022-01-10","2022-01-10","2022-01-13"
"01-13","Human Resources Administration Building","Davis campus","01/12/2022","2022-01-12","2022-01-12","2022-01-13"
"01-13","UC Davis Student Farm","Davis campus","01/12/2022","2022-01-12","2022-01-12","2022-01-13"
"01-13","UC Davis Silo","Davis campus","01/10/2022","2022-01-10","2022-01-10","2022-01-13"
"01-14","Cuarto Dining Commons","Davis campus","01/11/2022","2022-01-11","2022-01-11","2022-01-14"
"01-14","UC Davis Bookstore","Davis campus","01/14/2022","2022-01-14","2022-01-14","2022-01-14"
"01-14","Genome and Biomedical Sciences Facility","Davis campus","01/14/2022","2022-01-14","2022-01-14","2022-01-14"
"01-14","Shasta Hall","Davis campus","01/13/2022","2022-01-13","2022-01-13","2022-01-14"
"01-14","Controlled Environment Facility-A","Davis campus","01/12/2022","2022-01-12","2022-01-12","2022-01-14"
"01-18","Madrone Hall","Davis campus","01/13/2022","2022-01-13","2022-01-13","2022-01-18"
"01-18","Segundo Dining Commons","Davis campus","01/12/2022","2022-01-12","2022-01-12","2022-01-18"
"01-18","Chemistry","Davis campus","01/14/2022","2022-01-14","2022-01-14","2022-01-18"
"01-18","Police Department","Davis campus","01/14/2022","2022-01-14","2022-01-14","2022-01-18"
"01-18","Tercero Dining Commons","Davis campus","01/13/2022","2022-01-13","2022-01-13","2022-01-18"
"01-18","Sereno Hall","Davis campus","01/13/2022","2022-01-13","2022-01-13","2022-01-18"
"01-18","Haring Hall","Davis campus","01/12/2022","2022-01-12","2022-01-12","2022-01-18"
"01-18","Medical Sciences D","Davis campus","01/14/2022","2022-01-14","2022-01-14","2022-01-18"
"01-18","Tupper Hall","Davis campus","01/14/2022","2022-01-14","2022-01-14","2022-01-18"
"01-18","Campus Store / Memorial Union","Davis campus","01/13/2022","2022-01-13","2022-01-13","2022-01-18"
"01-18","Latitude Dining Commons","Davis campus","01/13/2022","2022-01-13","2022-01-13","2022-01-18"
"01-18","UC Davis Bookstore","Davis campus","01/14/2022","2022-01-14","2022-01-14","2022-01-18"
"01-18","Design & Construction Management","Davis campus","01/18/2022","2022-01-18","2022-01-18","2022-01-18"
"01-18","Segundo Dining Commons","Davis campus","01/18/2022","2022-01-18","2022-01-18","2022-01-18"
"01-19","Segundo Dining Commons","Davis campus","01/17/2022
 - 01/18/2022","2022-01-17","2022-01-18","2022-01-19"
"01-19","Veterinary Teaching Hospital","Davis campus","01/16/2022","2022-01-16","2022-01-16","2022-01-19"
"01-19","Hawthorn Hall","Davis campus","01/18/2022","2022-01-18","2022-01-18","2022-01-19"
"01-19","Miller Hall","Davis campus","01/18/2022","2022-01-18","2022-01-18","2022-01-19"
"01-19","Plant and Environmental Sciences","Davis campus","01/18/2022","2022-01-18","2022-01-18","2022-01-19"
"01-19","Tercero Dining Commons","Davis campus","01/17/2022","2022-01-17","2022-01-17","2022-01-19"
"01-19","Activities and Recreation Center","Davis campus","01/16/2022","2022-01-16","2022-01-16","2022-01-19"
"01-19","Memorial Union","Davis campus","01/18/2022","2022-01-18","2022-01-18","2022-01-19"
"01-20","UC Pavement Research Center","Davis campus","01/18/2022","2022-01-18","2022-01-18","2022-01-20"
"01-20","Tercero Dining Commons","Davis campus","01/18/2022
 - 01/19/2022","2022-01-18","2022-01-19","2022-01-20"
"01-20","Cuarto Dining Commons","Davis campus","01/19/2022","2022-01-19","2022-01-19","2022-01-20"
"01-20","Latitude Dining Commons","Davis campus","01/19/2022","2022-01-19","2022-01-19","2022-01-20"
"01-20","Shields Library","Davis campus","01/19/2022","2022-01-19","2022-01-19","2022-01-20"
"01-20","Vet Med Teaching Hospital","Davis campus","01/19/2022","2022-01-19","2022-01-19","2022-01-20"
"01-20","Activities and Recreation Center","Davis campus","01/18/2022","2022-01-18","2022-01-18","2022-01-20"
"01-20","Scrubs Café","Davis campus","01/18/2022","2022-01-18","2022-01-18","2022-01-20"
"01-20","Sage Street Market","Davis campus","01/19/2022","2022-01-19","2022-01-19","2022-01-20"
"01-20","Scrub Oak Hall","Davis campus","01/19/2022","2022-01-19","2022-01-19","2022-01-20"
"01-20","The Green at West Village","Davis campus","01/18/2022","2022-01-18","2022-01-18","2022-01-20"
"01-20","Memorial Union","Davis campus","01/18/2022","2022-01-18","2022-01-18","2022-01-20"
"01-20","Silo","Davis campus","01/19/2022","2022-01-19","2022-01-19","2022-01-20"
"01-12","Tahoe Hall","Davis campus","01/03/2022","2022-01-03","2022-01-03","2022-01-12"
"01-21","Thompson Hall","Davis campus","01/20/2022","2022-01-20","2022-01-20","2022-01-21"
"01-21","Communications Resources Trailer","Davis campus","01/19/2022","2022-01-19","2022-01-19","2022-01-21"
"01-21","Cuarto Dining Commons","Davis campus","01/20/2022","2022-01-20","2022-01-20","2022-01-21"
"01-21","Center for Mind and Brain","Davis campus","01/20/2022","2022-01-20","2022-01-20","2022-01-21"
"01-21","Genome and Biomedical Sciences","Davis campus","01/19/2022","2022-01-19","2022-01-19","2022-01-21"
"01-21","Segundo Dining Commons","Davis campus","01/19/2022","2022-01-19","2022-01-19","2022-01-21"
"01-21","Center for Companion Animal Health","Davis campus","01/18/2022","2022-01-18","2022-01-18","2022-01-21"
"01-20","Tercero Dinning Commons","Davis campus","01/20/2022","2022-01-20","2022-01-20","2022-01-20"
"01-24","Schaal Aquatic Center","Davis campus","01/23/2022","2022-01-23","2022-01-23","2022-01-24"
"01-24","Meyer Hall","Davis campus","01/20/2022","2022-01-20","2022-01-20","2022-01-24"
"01-24","Malcolm Hall","Davis campus","01/24/2022","2022-01-24","2022-01-24","2022-01-24"
"01-24","Chemistry Annex","Davis campus","01/21/2022","2022-01-21","2022-01-21","2022-01-24"
"01-24","Latitude Dining Commons","Davis campus","01/22/2022","2022-01-22","2022-01-22","2022-01-24"
"01-24","Davis Shields Library","Davis campus","01/21/2022
 - 01/23/2022","2022-01-21","2022-01-23","2022-01-24"
"01-24","Cottonwood Hall","Davis campus","01/23/2022","2022-01-23","2022-01-23","2022-01-24"
"01-24","Cuarto Dining Commons","Davis campus","01/20/2022","2022-01-20","2022-01-20","2022-01-24"
"01-24","Tercero Market","Davis campus","01/21/2022","2022-01-21","2022-01-21","2022-01-24"
"01-24","Memorial Union","Davis campus","01/19/2022","2022-01-19","2022-01-19","2022-01-24"
"01-24","Gilmore Hall","Davis campus","01/23/2022","2022-01-23","2022-01-23","2022-01-24"
"01-24","Tercero Dining Commons","Davis campus","01/22/2022","2022-01-22","2022-01-22","2022-01-24"
"01-25","Redwood Hall","Davis campus","01/24/2022","2022-01-24","2022-01-24","2022-01-25"
"01-25","Ryerson Hall","Davis campus","01/25/2022","2022-01-25","2022-01-25","2022-01-25"
"01-25","Henry Alder Hall","Davis campus","01/23/2022","2022-01-23","2022-01-23","2022-01-25"
"01-25","Segundo Dining Commons","Davis campus","01/23/2022
 - 01/24/2022","2022-01-23","2022-01-24","2022-01-25"
"01-25","Tercero Dining Commons","Davis campus","01/23/2022
 - 01/24/2022","2022-01-23","2022-01-24","2022-01-25"
"01-25","Teaching and Learning Complex","Davis campus","01/18/2022","2022-01-18","2022-01-18","2022-01-25"
"01-25","Latitude Dining Commons","Davis campus","01/23/2022","2022-01-23","2022-01-23","2022-01-25"
"01-25","Segundo Market","Davis campus","01/24/2022","2022-01-24","2022-01-24","2022-01-25"
"01-25","Memorial Union","Davis campus","01/24/2022","2022-01-24","2022-01-24","2022-01-25"
"01-26","Student Health & Wellness Center","Davis campus","01/24/2022","2022-01-24","2022-01-24","2022-01-26"
"01-26","Art Building","Davis campus","01/24/2022","2022-01-24","2022-01-24","2022-01-26"
"01-26","Peter J. Shields Library","Davis campus","01/23/2022","2022-01-23","2022-01-23","2022-01-26"
"01-26","Cuarto Dining Commons","Davis campus","01/24/2022","2022-01-24","2022-01-24","2022-01-26"
"01-26","Latitude Dining Commons","Davis campus","01/24/2022","2022-01-24","2022-01-24","2022-01-26"
"01-26","Meyer Hall","Davis campus","01/24/2022","2022-01-24","2022-01-24","2022-01-26"
"01-26","Fire & Police Building","Davis campus","01/23/2022","2022-01-23","2022-01-23","2022-01-26"
"01-26","Malcolm Hall","Davis campus","01/25/2022
 - 01/26/2022","2022-01-25","2022-01-26","2022-01-26"
"01-26","Peter J. Shields Library","Davis campus","01/25/2022","2022-01-25","2022-01-25","2022-01-26"
"01-26","Asmundson Hall","Davis campus","01/24/2022","2022-01-24","2022-01-24","2022-01-26"
"01-26","Redwood Hall","Davis campus","01/25/2022","2022-01-25","2022-01-25","2022-01-26"
"01-26","Activities & Recreation Center","Davis campus","01/24/2022","2022-01-24","2022-01-24","2022-01-26"
"01-26","Tercero Dinning Commons","Davis campus","01/25/2022","2022-01-25","2022-01-25","2022-01-26"
"01-26","Waste Water Treatment Plant","Davis campus","01/25/2022","2022-01-25","2022-01-25","2022-01-26"
"01-26","Tercero Dining Commons","Davis campus","01/23/2022","2022-01-23","2022-01-23","2022-01-26"
"01-26","Craft Center","Davis campus","01/23/2022
 - 01/24/2022","2022-01-23","2022-01-24","2022-01-26"
"01-26","Shasta Hall","Davis campus","01/25/2022","2022-01-25","2022-01-25","2022-01-26"
"01-26","Cottonwood Hall","Davis campus","01/25/2022","2022-01-25","2022-01-25","2022-01-26"
"01-26","King Hall","Davis campus","01/24/2022","2022-01-24","2022-01-24","2022-01-26"
"01-24","Peter J. Shields Library","Davis campus","01/21/2022
 - 01/23/2022","2022-01-21","2022-01-23","2022-01-24"
"01-20","Peter J. Shields Library","Davis campus","01/19/2022","2022-01-19","2022-01-19","2022-01-20"
"01-27","Vet Med Teaching Hospital","Davis campus","01/25/2022","2022-01-25","2022-01-25","2022-01-27"
"01-27","Laben Hall","Davis campus","01/26/2022","2022-01-26","2022-01-26","2022-01-27"
"01-27","Peter J. Shields Library","Davis campus","01/25/2022","2022-01-25","2022-01-25","2022-01-27"
"01-27","Kemper Hall","Davis campus","01/26/2022","2022-01-26","2022-01-26","2022-01-27"
"01-27","Tercero Dining Commons","Davis campus","01/26/2022","2022-01-26","2022-01-26","2022-01-27"
"01-27","Activities and Recreation Center","Davis campus","01/26/2022","2022-01-26","2022-01-26","2022-01-27"
"01-27","Activities and Recreation Center","Davis campus","01/24/2022","2022-01-24","2022-01-24","2022-01-27"
"01-27","Earth and Physical Sciences","Davis campus","01/26/2022","2022-01-26","2022-01-26","2022-01-27"
"01-27","Hutchison Hall","Davis campus","01/25/2022","2022-01-25","2022-01-25","2022-01-27"
"01-19","Vet Med Teaching Hospital","Davis campus","01/16/2022","2022-01-16","2022-01-16","2022-01-19"
"01-28","California Animal Health & Food Safety Laboratory","Davis campus","01/26/2022","2022-01-26","2022-01-26","2022-01-28"
"01-28","Segundo Dining Commons","Davis campus","01/26/2022
 - 01/27/2022","2022-01-26","2022-01-27","2022-01-28"
"01-28","Cuarto Dining Commons","Davis campus","01/26/2022","2022-01-26","2022-01-26","2022-01-28"
"01-28","Center for Neuroscience","Davis city","01/27/2022","2022-01-27","2022-01-27","2022-01-28"
"01-28","Malcolm Hall","Davis campus","01/28/2022","2022-01-28","2022-01-28","2022-01-28"
"01-28","Mondavi Center","Davis campus","01/27/2022","2022-01-27","2022-01-27","2022-01-28"
"01-28","Activities and Recreation Center","Davis campus","01/27/2022","2022-01-27","2022-01-27","2022-01-28"
"01-28","Shasta Hall","Davis campus","01/26/2022","2022-01-26","2022-01-26","2022-01-28"
"01-31","Scrubs Café","Davis campus","01/29/2022","2022-01-29","2022-01-29","2022-01-31"
"01-31","Facilities Services","Davis campus","01/27/2022
 - 01/28/2022","2022-01-27","2022-01-28","2022-01-31"
"01-31","Memorial Union","Davis campus","01/29/2022","2022-01-29","2022-01-29","2022-01-31"
"01-31","Scrub Oak Hall","Davis campus","01/30/2022","2022-01-30","2022-01-30","2022-01-31"
"01-31","Hart Hall","Davis campus","01/27/2022","2022-01-27","2022-01-27","2022-01-31"
"01-31","Tercero Dining Commons","Davis campus","01/28/2022","2022-01-28","2022-01-28","2022-01-31"
"01-31","Vet Med 3A","Davis campus","01/28/2022","2022-01-28","2022-01-28","2022-01-31"
"01-31","Peter J. Shields Library","Davis campus","01/27/2022","2022-01-27","2022-01-27","2022-01-31"
"01-31","Activities and Recreation Center","Davis campus","01/29/2022","2022-01-29","2022-01-29","2022-01-31"
"01-31","Segundo Dining Commons","Davis campus","01/28/2022","2022-01-28","2022-01-28","2022-01-31"
"01-31","The Silo","Davis campus","01/27/2022","2022-01-27","2022-01-27","2022-01-31"
"01-31","Kearney Hall","Davis campus","01/29/2022
 - 01/30/2022","2022-01-29","2022-01-30","2022-01-31"
"01-31","Alhambra Cannery","Off campus","01/28/2022","2022-01-28","2022-01-28","2022-01-31"
"01-31","Meyer Hall","Davis campus","01/27/2022","2022-01-27","2022-01-27","2022-01-31"
"01-31","Sequoia Hall","Davis campus","01/29/2022","2022-01-29","2022-01-29","2022-01-31"
"01-31","Vet Med Teaching Hospital","Davis campus","01/28/2022","2022-01-28","2022-01-28","2022-01-31"
"01-31","Latitude Dining Commons","Davis campus","01/28/2022","2022-01-28","2022-01-28","2022-01-31"
"02-01","Thompson Hall","Davis campus","01/31/2022","2022-01-31","2022-01-31","2022-02-01"
"02-01","Veterinary Medicine 2","Davis campus","01/31/2022","2022-01-31","2022-01-31","2022-02-01"
"02-01","Wellman Hall","Davis campus","01/31/2022","2022-01-31","2022-01-31","2022-02-01"
"02-01","Tercero Dining Commons","Davis campus","01/31/2022","2022-01-31","2022-01-31","2022-02-01"
"02-01","Peter J. Shields Library","Davis campus","01/30/2022","2022-01-30","2022-01-30","2022-02-01"
"02-01","Olson Hall","Davis campus","01/31/2022","2022-01-31","2022-01-31","2022-02-01"
"02-01","Haring Hall","Davis campus","01/31/2022","2022-01-31","2022-01-31","2022-02-01"
"02-01","Activities and Recreation Center","Davis campus","01/30/2022","2022-01-30","2022-01-30","2022-02-01"
"02-01","Segundo Dining Commons","Davis campus","01/31/2022","2022-01-31","2022-01-31","2022-02-01"
"02-01","Vet Med Teaching Hospital","Davis campus","01/31/2022","2022-01-31","2022-01-31","2022-02-01"
"02-01","Kleiber Hall","Davis campus","01/31/2022","2022-01-31","2022-01-31","2022-02-01"
"02-01","Bainer Hall","Davis campus","01/31/2022","2022-01-31","2022-01-31","2022-02-01"
"02-02","Cowell Building","Davis campus","01/29/2022
 - 01/31/2022","2022-01-29","2022-01-31","2022-02-02"
"02-02","Haring Hall","Davis campus","01/31/2022","2022-01-31","2022-01-31","2022-02-02"
"02-02","Center for Companion Animal Health","Davis campus","02/01/2022","2022-02-01","2022-02-01","2022-02-02"
"02-02","Student Health and Counseling Services","Davis campus","01/31/2022","2022-01-31","2022-01-31","2022-02-02"
"02-02","Vet Med Teaching Hospital","Davis campus","01/31/2022","2022-01-31","2022-01-31","2022-02-02"
"02-03","Teaching and Learning Complex","Davis campus","02/02/2022","2022-02-02","2022-02-02","2022-02-03"
"02-03","Hoagland Hall","Davis campus","02/02/2022","2022-02-02","2022-02-02","2022-02-03"
"02-03","Central Heating and Cooling Plant","Davis campus","02/01/2022","2022-02-01","2022-02-01","2022-02-03"
"02-03","Rock Hall","Davis campus","01/31/2022","2022-01-31","2022-01-31","2022-02-03"
"02-03","Earth and Physical Sciences","Davis campus","02/01/2022","2022-02-01","2022-02-01","2022-02-03"
"02-03","Tercero Dining Commons","Davis campus","02/02/2022","2022-02-02","2022-02-02","2022-02-03"
"02-03","King Hall","Davis campus","02/02/2022","2022-02-02","2022-02-02","2022-02-03"
"02-03","Asmundson Hall","Davis campus","02/02/2022","2022-02-02","2022-02-02","2022-02-03"
"02-03","North Hall","Davis campus","02/02/2022","2022-02-02","2022-02-02","2022-02-03"
"02-03","Silo","Davis campus","01/31/2022","2022-01-31","2022-01-31","2022-02-03"
"02-03","Center for Child and Family Studies","Davis city","02/02/2022","2022-02-02","2022-02-02","2022-02-03"
